,Text
2153,@username ...loved chris till rihanna got bullied..so trey is my guy
2154,"@username the whole world doesn't! just stop, no one gonna want to follow you since you're new and a bully."
2155,@username jedward?s new anti-bullying campaign: does this shock you? jedward posed for the ... httplink #lukewilliamss
2156,@username @username i where have bully ?
2157,?@username: hue no action jackson needs to keep his mouth shut about building a bully! cause we is getting bullied by tha aint's!? preseason
2158,prosecutors from seven counties to address cyber bullying at school safety ... httplink
2159,"rebecca black, ""friday"" singer, drops out of school due to bullying httplink"
2160,my daddy was a bedroom bully.. & had a bully baby
2161,@username damn babes ain't talk to you in a min? you still a bully? lol
2162,cyber-bullying(online bullying) - free games at roblox.com: free games and building games! a virtual world for k... httplink
2163,"assistindo ao filme ""bullying"""
2164,@username @username ;ooooo bullying
2165,"yahoo has a great story about bullying. okay, that sounds weird. they have a great story about standing up to a bully. httplink"
2166,"a professa ta ditando um texto sobre o bullying,nem sofro."
2167,@username itu beneran tayang hanya di jakarta atau tweet yang berniat nge-bully saya? :| @username
2168,frio bullying contra os solteiros. httplink
2169,@username omg don't even start you are a bully...;)
2170,hoje em dia se voc falar que gosta do neymar voc sofre bullying =x
2171,@username got people bully me. :(
2172,feels so wrong okay to be ....crying over jongwoon's ugly hair :( did jongwoon bullied the stylist noona.......
2173,"join us this sunday, august 28th, to discuss behavior, bullying, & sibling relationships for children with hearing loss httplink"
2174,parece que eu to sofrendo bullying no usando avatar de peace and love
2175,@username @username nice idea bully. sadly i'm abstaining from all alcohol this week. jj led me astray at the weekend.
2176,"og sofri #bulling dirio um pia disse com voz de menina ""oi amiga"" te odeio diegoooooooooooo! ;( seu viado!"
2177,@username .... bully
2178,@username isso bullying! @username
2179,"?@username: ninel conde, vctima del bullying en twitter, cambia su cuenta httplink aaaaaaaaaajajajajajajajahahahajahaja"
2180,we're a finalist for the bully awards 2011: httplink
2181,@username whatever your just a bully.. bye!
2182,@username stop cyber bullying me -_____________-'
2183,workplace bullying: would a law protect me? httplink
2184,new blog post : one in three teachers have been bullied online by parents and pupils httplink
2185,@username @username you bully him make it worst ! he's my bao bei you go bully him ! hahaha
2186,walking in the bike lane. #bully httplink
2187,@username jaja vez q tengo razon te quejas x todo porque no pudiste ver a cata y la junta eso es de vieja chica jajajaja el bullying
2188,@username makinn fun of me the other day for not having my license. that's called karma you bully!!!!! <3 :*
2189,"pinoy pride 101: porke di mo pareho ang views ng iba, basta basta ka na lang i-bash at 'cyber bully'. i.e. mideo cruz and james soriano"
2190,"@username u would think that, bully lol :d x"
2191,watching bully beat down this shit funny af!
2192,tak peduli ku di bully. !!!
2193,@username but he also bullied him and called him out for fucking up in front of teammates. ruined his confidence. read that one i linked..
2194,"@username starve a bully,feed your soul, stand grand!!! <3"
2195,"teamstrizz.com"" check this video out -- @username bully streetz ""gon do ya hustle"" httplink via @username"""""""""""""""""""""
2196,isadora est fazendo bullying mentalmente
2197,lol my brother and his friends are already getting bullied in middle school
2198,rebecca black removed from school after being bullied by classmates httplink (via @username) #isitfridayyet
2199,@username i thought we had a truce? why are you still bullying me? don't make me open my trunk lol
2200,is it weird i bullied my niece into putting #neversaynever on so i had an excuse as to why i'm watching it :s #secretbelieber
2201,@username dalkflgdpfhlfgpjlghfdls bullying isso ta )): gfdlhf~jhgkhg
2202,"@username e isso nao legal, nao mesmo ! bullying pooo"
2203,"@username i'm reading it right now, different ya authors share about bullying. it's an interesting read."
2204,bullying = frescura
2205,"@username trust me, if your pc could even attempt mafia 2, bully is no problem. it's a 4 year old pc game, lol."
2206,bullying victims fight back with help from brazilian jiu-jitsu royalty httplink
2207,"la chile ya no est 100% movilizada! y el ""bullying"" de #ahoraletocaalapuc ahora es bandera de lucha con paro prolongado!"
2208,@username it is possible for a country to act in a fascist manner yet be other ? what is a bully if not fascist !!!
2209,@username i was scrappin cause my jersey said #dominguez & theirs said centinial smh. y were u fighting again?? #bully! ps i did not start it
2210,make sure your the bully in the bed room so get heads with no hands and make sure you don't play no music aswell only wifey gets that
2211,e eu aqui numa hora dessas...s pra sofrer bullying da @username @username @username no facebook
2212,woiiii @username cepetan ke kost an gak ! gwe bully lu yaaa
2213,ke bully !!
2214,"it is time to listen what our children think, live and talk about bullying. - httplink"
2215,"da hj teve uma palestra na escola sobre bullying, drogas&alcool enfim, da eu comecei a mexer no meu cabelo e quando eu soltei +"
2216,falei em bullying e pediram pra eu seguir gente que nem conheo
2217,heidi that's no argument! not everyone who was bullied feels the need to get a nose job and eyelid surgery #insightsbs
2218,"cmo webearn a los hijos de la alejandra herrera locoh, debe ser un festn de bullying xd"
2219,@username i'm not a bully just an obvious stater
2220,offset options has been selected as a @username bully award finalist 2011. see the full list httplink
2221,prndanle a @username en @username que estn hablando sobre #bullying
2222,@username see np y hay q tratar de no particitar en el bullying jajaja y cuidarse de ello
2223,"absolutely ridiculous how #philipplahm is being attacked for simply telling football fans how his coaches were. #magath was a bully, duh."
2224,@username @username we dun bully u! ur worse than any1 #propalittlebitch :p
2225,bully beatdown. #intense
2226,no bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. httplink
2227,@username: she bully everybody lol.
2228,"@username hay nios de 12 aos que sufren de bullying por gorditos en su escuela, ten cuidado jaja"
2229,i got bullied today lmao :)
2230,"@username now while u r reading ur tweet,this b tha last time i treat and check u. #stfu about any and all things,u bully,bully me iignore"
2231,"@username eu uso a minha beeem assim, e ainda tem gente que me chama de restart, bullying."
2232,never be bullied into silence. never allow yourself to be made a victim. accept no one's definition of your life; define yourself.
2233,"o papo : ou eu continuo bebendo e corro risco de no ir amanh, ou eu paro e sofro bullying o q q 6 acham??"
2234,third of teachers 'cyberbullied': teachers as well as children are the victims of online bullying with parents r... httplink
2235,"""i'll be a bully until i'm due some respect."" that's what a former bully told me."
2236,"that bloke is gonna appear in these 'celeb' gossip mags saying ""i got bullied as a kid"" etc etc. predictable. #xfactor"
2237,#nw the ant bully<3
2238,httplink critic of wwe's anti-bullying campaign issues retraction and apology
2239,"@username the nerd - kermit, the slob - fozzie, the bully - miss piggy. was that all too obvious??"
2240,"@username no they are not. childrens hospital is fine,bit of trouble in bull ring. over now. dont spread false rumours."
2241,wen the water is comin up=yu go and bully the water befo it drowns yu=or be nice and try an work out why u cursed?=if yu wanna live at all
2242,med./psyc.majors; q: is hatred (et al) substitute for orgasm / cruelty-bullying substitute for foreplay?? any goodbooks onthis? thx.
2243,mum i tried go bully the rest of ur 5sons i aint onit #noway #hellno #fuckuni
2244,eunhyuk's parents talked about him and xiah junsu httplink so junchan must be right. they really got bullied during school days
2245,bully- e:) bully-3:)
2246,@username sisisis :/ est pasando lo mismo que con los jonas! que rabia wn! le hacen bullying a niall 77 yo lo encuentro hermoso *-*
2247,"denunciar combater!lute contra bullying,violncia,assdio e abuso sexual infanto-juvenil e de mulheres.disque100/181. #quebreosilncio"
2248,"i don't care, if someone bullying our idol, sm*sh.. because, i think, sm*sh is perfect idol ^^ | smashngabuburit"
2249,"anti-bullying workshop offers parents practical, legal solutions: with 30 percent of students nationwide being h... httplink"
2250,"malam ini di bully oleh berbagai macam suara mengesalkan,"
2251,"@username @username well, i'm not going to confirm or deny at this time for fear of cyber bullying. but yes. we are talking about her."
2252,@username its not bullying .. and just follow me idc
2253,bully. #subtweet
2254,@username no sou ): olha o preconceito e o bullying a cu
2255,"""@username: help #itgetsbetter fight antigay bullying & prevent suicide. vote now for us to win $250k httplink #stormcrazies"
2256,@username @username @username bem feito #bullying
2257,"isso sim bullying, meu celular no quer colocar symphony of life como despertador :@"
2258,@username bullying sucks! but i sae it coming.
2259,"@username actually, i was the bullied. but i learned all the best moves, from the masters."
2260,"por cierto, antes si pasabas la prueba del chingamiento ""bulling"" de la escuela pasabas todo! sino te convertas en #supernena"
2261,bullying co pereirao na facul #finaestampa
2262,"@username kkkkkkkkkkkkkk, muuuito ""made in paraguai"" kkkk pobre heello, sofrendo bullying"
2263,"@username tambm sofro bullying por isso, vida dificil :/ hahaha"
2264,@username bella i was bullied because everyone was mexican and i was white they hurt me and at one point i only had 1 friend! :( 20
2265,rofl @ people saying demi bullied this girl that said her arms looked chunky or something.. she tweeted; 'who cares'. how is that bullying?
2266,"se voc tem problemas com bullying, compre um cafeteira."
2267,gay teens sue schools over bullying in michele bachmann's district httplink [via @username] #news
2268,@username i bit the bullet and got back in touch with a few old friends. those who ignored me. well shame on them. left em to it.
2269,....i feel like bullying this guy_
2270,csusb health socially anxious kids are bully targets (livescience.com) httplink
2271,"photo: when faced with a bully, don?t get mad. get even. but don?t hit him back. show how great you can be.... httplink"
2272,"galau krn dipingit kshan ddwwweehh...""@username: maksud hati ingin nge bully bocah labil itu tapi kenapa saya !"""
2273,sofrer bullying por causa da foto da carteira de identidade
2274,#newmusic @username - bully's #indie #hiphop #rap #louisiana - httplink
2275,#eresputacomodannapaola jajajajaja prueba de bullying moderno.
2276,best dog food brand | top rated best bully stick ? 75 ct. bully sticks 12? regular size httplink
2277,buscar crear mesas de trabajo apoyadas en una red para tratar el bullying? como te parece esta idea..? inscribete www.colegiosporbogota.com
2278,jay is bullying me :(
2279,were talking about a spider! ?@username: @username @username wtf do you mean?! i'll never lighten up about any kind of bullying!!?
2280,"""frio bullying contra os solteiros."" #queroveroj"
2281,#twititionbethhlamb dosomething anti-bullying campaign video! httplink
2282,agora futebol da cadeia zuar paranista.... bullying xingar atleticano ... homofobia ofender coxa branca....desacato a altoridade
2283,photo: ? meu crebro faz bullying com o meu corao. tati bernardi httplink
2284,@username wth! not again! people are just sick. its sad to see they have nothing better to do then to bully.
2285,@username lool you bully :')
2286,@username stop the bullying
2287,"@username @username lol i wish. i just saw on the news where they've added retweet, sexting, cyber bully, and woot into websters."
2288,@username please sign this petition...help stop the bullying!!! httplink
2289,never be bullied into silence. never allow yourself to be made a victim. accept no one's definition of your life; define yourself.
2290,"read my response to ""j sofreu bullying?"": httplink"
2291,"@username @username replying to u has got nothin to do with stephanie, how dare u think u have the right to fink u can bully any1!"
2292,@username bullying? cero
2293,no @username fuck you! how can you bully @username and think @username is a bitch when she does it to you? ur not special.
2294,@username @username @username good caz anyone who let's themselves get bullied online in a friggin virtual ... httplink
2295,"gente, ningum v todo esse bullying que o nhonho sofre? ""se por um lado eu sou gordo..."" - ""pelo outro tambm!""... #chaves"
2296,"@username i can be a bully if i want , next time i see im going to throw you in the trash can , yup thats right :d"
2297,no bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. - tumblr
2298,"i put pressure on my bb, it can't keep up with me. does this make me a bully?"
2299,acho que o ebuddy sofre bullying pqe quando eu entro por l vem menos gente falar comigo... to deprimente que prefiro entrar pelo msn
2300,@username loool stop bullying the innocent little girl
2301,bully beatdown
2302,#flashback dulu sering di bully sama @username kalo lagi latihan padus -___-
2303,@username lol if i was a bully we were #tagteam bullies. @username was too!!
2304,"bullying and prayer. announcing a new audio chat, aug. 30th 2-3pm est. join us in the store or by phone @ 617-450-2366! httplink"
2305,@username hahaha nah not no more ur a bully :(
2306,coba sekolah gue kayak sekolahan bully anjir asik pisan !
2307,minha animao pra o projeto do bullying = 0
2308,@username @username yes sis thats different u would never dm me sayin dont talk to her cuz shes a bully & shit like that rite?
2309,@username tu como que eras vctima de un bully en el liceo.
2310,@username a dam bully..lol
2311,to sofrendo bully da @username @username @username @username acho que so shausa so?aiai
2312,@username @username if she is happy she met greyson just shut up and no one likes a cyber bully
2313,"gostei do clipe novo da jessie j. trata do bullying de forma ""engraada"" e a menininha uma graa."
2314,rebecca black leaves school after being bullied httplink
2315,internet hitmaker rebecca black is now being home schooled because of the bullying she was receiving at school.... httplink
2316,"@username guess what?!!? im getting a tattoo that says #grand or ""starve a bully,feed your soul"" on my wrist! but a real one! #weird"
2317,toloooong aku di bully (????.???)
2318,@username @username esto es un revival del bullying en el colegio?contra matias?????
2319,@username a better justice would have been trying to win the game not bully a player and starting chaos
2320,@username conhea nosso trabalho c educao atravs da pedagogia da cooperao c bons resultados contra bullying e abandono escolar.
2321,@username watching marvin who went back to school and showing his bulling experience! iloveyoumarvin! :l xxx
2322,ugh summer is almost over :( i don't wanna go to school and be bullied every day :(
2323,@username goodnight cyber bully :)
2324,@username all u did was pop rubberbands at me while i was studying...smh...bully
2325,childhood bullying: different coping strategies for victims | science | epoch times httplink #bullying #children #psychology
2326,i bet the fat girl was getting bully (@username httplink
2327,dtn uk: one in three teachers have been bullied online by parents and pupils: professor andy phippen from plymou... httplink
2328,"#sabrinagarotasafada fica praticando bulling com a gente , fazendo a gente senti o cheiro das empadas dela kkk"
2329,why? rebecca black pulled from school due to bullying - stop the presses! httplink
2330,"@username gaga jamais ia falar algo assim, ainda mais chamar uma pessoa de gorda. ela luta contra o bullying. fake demais"
2331,"@username it kinda was tho:/, + if it was a girl who bullied you, why would you be like ""stop bitching to my friend, yeah? after (c)"
2332,depois a vinto nao sabe porque fazem bullying com ela n
2333,@username un'frikin'believable yet again we get knocked. wtf is wrong with us ? why do we get bullied so easy into selling cheap ??
2334,"@username whatttt? me? never,i seen that little shitty shit shit movie cyber bully. ctfu"
2335,jade is bullying kyle now. weirdest crush ever. #neighbours
2336,@username bella i was bullied because everyone was mexican and i was white they hurt me and at one point i only had 1 friend! :( 16
2337,"acontece nos dias 17 e 18 - seminrio sobre bulling no teatro dix-huit, mais informaes na geed - 3315 4942"
2338,@username wad happen ? who bully you ? :(
2339,sofro muito bullying de @username
2340,"@username i can tell lol. that, and you bully me. what happened to all those good times we shared?!"
2341,i will never understand why people think it's okay to bully. i've been on the receiving end of it and trust me. it's not okay. #staystrong
2342,isso bullying com a cocota
2343,"you can block/ignore a bully on twitter & report it. if safety is an issue, contact the police: httplink"
2344,frio bullying contra os solteiros.
2345,"?we are all either bullies, bullied, or bystanders"" - dr. gross. bullying in school is serious. listen to what... httplink"
2346,"@username no te har bullying, lo juro c:"
2347,no bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais.
2348,"#flashback pas sd di-bully terus, dipalak sama kakak kelas yg nakal (???)"
2349,#nw ant bully .
2350,photo: bully? are you.. for real? clearly someone hasn?t read the books. severus was bullied for no reason... httplink
2351,@username lool ikr @username players are fighters!! tryna bully messi
2352,no bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. httplink
2353,courage is fire and bullying is smoke ~ benjamin desraeli
2354,"are you listening? especially when children are being bullied and harrassed at school, a sympathetic ear is so... httplink"
2355,i don't like war i'm more of a bedroom bully
2356,"se masturba o dia inteiro pq nunca beijou uma garota na vida e q tem sonhos em perder a virgindade, sofre bullying foi rejeitado @username"
2357,ninel vs. el bully @username
2358,"@username your being the official bully isn't enuff, now you have to get others on tl to bully me as well :'("
2359,@username @username we love a bit of bully.
2360,frio bullying contra os solteiros. .... kkkkkkkkkkk
2361,@username entao vc aprendeu a fazer bully!
2362,"rhett s. daniels, litigious bully httplink"
2363,bully beatdown! :o
2364,"@username ain, que ruim. bullying isso. >:"
2365,why do all the bullies on bully beatdown think they can win? #idiots
2366,"geente, sera que o menino saiu da escola g_g , por causa do bulling , pqp nao sei escrever essa pohha .,"
2367,quem nunca sofreu bullying q atire a primeira pedra kkk
2368,shame momz bestie's son has man boobs. says hz being bullied at school becoz of hz w8 :( :( poor thing
2369,study finds third of teachers have been bullied online httplink
2370,"photo: choijonghyun-: loool niel?s like dongwoo, he?s always the one the other members bully httplink"
2371,"@username a bully is bullying one of my bff's and i stood up for her but now is bully bullying me on fb!! :o well, she's trying ;d hah!"
2372,is there a connection between bullying and rioting? httplink #bullying #riots join the discussion click the link
2373,can i train one of the #cat army to go up and retrieve strapping? or will they sense weakness and bully me.
2374,no bullying se for com a joelma
2375,paul and bex are bullying me.
2376,how being bullied at school can affect your self-esteem - by sun meilan - helium httplink
2377,- verdade @username isso #bullying :/ rsrs '
2378,@username oh no need for bullying bbz! okay hang on x
2379,dehza get bullied at school /: my poor bby!
2380,"hoje eu sofri bullying, praticado pela professora contra mim :/"
2381,liking the #bb13 script if dani stays. liking shelly moore more. tired of bully jeff and chattyazz kalia. hope rachel gone thurs at de.
2382,se meu cabelo fosse liso... nao sofreria bullying na escola ;)
2383,just moments until @username welcomes @username as he hosts a live auction to benefit his standup anit-bullying foundation. see ya
2384,"@username relaxa, o @username escreve pra umm site de sries, kkkkkkkkkkkkkkkkkk #bullying"
2385,"@username ol! por favor, conhea o projeto de combate ao bullying! httplink"
2386,"billy corgan, transphobic bully. httplink"
2387,"read my response to ""diga no ao bullying !"": httplink"
2388,"#laguatonacandy mi amigo deberia demandar a @username por bullying, jajaja es inevitable molestarlo"
2389,willie and sheldon use to bully and step me up the entire 8th grade lbs
2390,"me sorprendi leer en n artculo de la revista el efecto internet, que el (ciber)bullying puede ser provocado... httplink"
2391,bobby is such a bully!#cbb
2392,"tocou musica da demi lovato no video q ele mostrou la no painel...ele mostrou um clipe da pink tambem q fala sobre bullying, fuking perfect"
2393,"photoset: ? ??he?s sensitive, people bully him, too, and he feels lonely and hasn?t got anybody to talk to,... httplink"
2394,justine hates all the haters that bully selena & supports her & justin's relationship. -joanna xxx
2395,"don't let crazies bully you?@username: muslim woman assaults photographer, toronto police say it's ok. richarddawkins.net httplink"
2396,"why did kelly attack brie? first she attacks from behind, now she attacks unprovoked! she's a bigger bully than the divas of destruction!"
2397,@username yeah it sux i hate it then ppl bully me cuz of it seriously theres no reason for that
2398,@username :( bully. ahaha
2399,#retweet se voc contra o bullying : |
2400,@username hahaha yea im plotting mean things i can say about all of his friends girls.. bc i'm a bully!! ha thanks!
2401,o imbecil q na poca q batman:dark knight passou no cinema e q colocou avatar do coringa no orkut o msm q fazia bullying em qlq mlq
2402,brown thomas fired lingerie buyer in bully claim: by aodhan o'faolain a lingerie and swimsuit buyer for prestigi... httplink
2403,yo lala is a #lowkey bully lmao
2404,@username ugh you're such a bully lol
2405,cooking... bully beef and rice!! @username knows about them runnins there! lol
2406,@username personally i blame arsene. must all be gooners. signing chamberlain instead of a centre back must have pushed them over the edge
2407,tristan a bully lol
2408,@username a ti t quera decir que te vi en la tv y q salas linda pero q = t hara bullying. se lo dije a tu kissmyass sin querer =(
2409,@username golpear a otra persona con una botella de agua es bulling?
2410,@username isso bullying!
2411,"kkkkkkkkkkk eu e a mamae zombando com o que a mulher fala, praticamos o bullying :p -nn"
2412,69% of children suffer bullying at school => httplink #bullying #cyberbullying
2413,#oomf bullied me today ..
2414,'bezza?' 'omg this is bezza' 'becca?' httplink this is not me omg i am bullied.
2415,@username lo terlanjur berojol untuk di bully ha-ha muke lu sengit
2416,@username :( your a bully!!! lol
2417,the flood of lawsuits never materialized defying the preddictions of many. society was changed in a positive manner. anti-bullying laws
2418,i hate seeing people get bullied so i officially have beef with all the shit talkers!
2419,"essa palavra ""bullying me lembra a leite kkk"
2420,nao bullying se a pessoa tem o cabelo igual do neymar e achar que bonito
2421,"your rude, your racist, your disguising, you can't spell, your a bully! nobody wants you on twitter, so just leave"
2422,@username @username tambm sofro bullying viu soidghodsif
2423,gente minha casa faz bullying cmg minha internet n ta dando o wifi dai n tem cm mexe no ipad no instagram s dnoit pelo iphone do papiiiiii
2424,@username yaay this asswhole is gonna regret bullying me >:d
2425,@username lol of course! :d lol ima be the shortest bully :d
2426,"- ""seu merda"" - ""isso bullying"" - ""s se for com a merda"". - ? [hannah f.] httplink"
2427,"@username sempre a mesma histria, joo = dinheiro, t virando bullying t.t"
2428,@username mangbu-bully?! ikaw?! haha
2429,government raising taxes is like the lunch room bully asking for more money cause he's an idiot. the government needs to learn how to fish.
2430,@username she's not evil. she didn't bother her. you talked to her first. you bothered her. no one likes a cyber bully.
2431,@username but kyuhyun said like that minnie !! your fans bullying him !! hahaha
2432,check this video out -- rebecca black bullied out of school! - justin & selena statue? icarly bu... httplink via @username
2433,@username and that is why you are a bully.
2434,@username @username @username hyu.hyu kta bully aja pkknya mah. hahaha
2435,christian right calls al franken a liberal bully for exposing their big lie httplink
2436,@username bullying do mundo eu acho sabe?? se bem que essa galera de agora tao fake que nem deve te nada e diz q tem corpo
2437,@username keep bulling rappers....#stopthatbro...bahhahahahah!
2438,o que bullying? deve ser aquilo que se usa para servir cafllying?
2439,"meu irmo foi flagrado fazendo bullying na escola pelas camera e agora tem q faz trabalho comunitrio, burro, kd q um dia me flagaram? rs"
2440,ei derocha @username isso bullying
2441,.......today i shall'st mostly be a-bullying and a -proddething the french for being unbearable smug twattes whom shruggeth too much...pa...
2442,"holy shiet! dodged a bullet with alexis, snuck away from her! but also got ignored by my best friend. :/"
2443,@username ?lol i know ? bully
2444,i'm gonna cyber bully some of my followers! via the afterlife
2445,leanne is a bully
2446,no se si se llama bullying o maltrato infantil lo que @username me esta haciendo en estos momentos #jelp!!!!
2447,loool! i feel sorry for yewande. i'm not going to bully her today.
2448,"?what makes mean girls tick? @username talks to @username about girls, #bullying, and female aggression httplink"
2449,you is a bully
2450,"maggie, enough. you're a bully and i'm sick of it. i'm not taking anymore. @username"
2451,?we need 2 start taking it seriously &encourage youth 2 tell&stand up 4 their friends.? httplink (3 of 3) #bullying #onlinesafety
2452,eu nao pratico bullying como a @username diz -'- eu so sou feliz fazendo algumas brincadeirinhas *u*iuhiduhsiuhdsiuhd s2'
2453,"y u all bully eunhyuk, ""handsome when his eyes covered.."""
2454,sufro y no como precious sufro de bullying en la oficina @username @username httplink
2455,pottermore praticando bullying com seus fs que no receberam o email
2456,"minhaaa me disse q eu tava fazendo bulling :s, viu umas conversas q tava salvas aqi no pc, ass q pizada sauhasusahusahu'"
2457,@username gracias bully :3
2458,@username @username stop bullying my friend
2459,"here's a great site that has tips for teens and parents regarding drug and alcohol information, bullying, and... httplink"
2460,i want a strong woman who will push me around sometimes and bully me jus to let me know that she also wears pants
2461,stop cyber bullying! httplink
2462,quem mais sofre bullying: ( ) loiras ( ) gordos (?) o numero 24 da chamada.
2463,no bullying se a @username recebe mention de unio de colrio
2464,don't let your mind bully your body into believing it must carry the burden of its worries. #teamfollowback
2465,no problem @username we need more people like casey to end bullying.
2466,how to act if you see someone being bullied :) ... stop bullying httplink
2467,taking a break from cyber-bullying to play call of duty: black ops ... go chew glass in the meantime httplink
2468,i hate people who bully others for the fun of it. grow the fuck up and stop spending your daddy's money.
2469,im sucha bully when it comes to boys lollll #shrug i can't help it
2470,@username nothing like a bully to share your bed!!
2471,"kibum likes to bully kevin, he said it's his hobby. #ukissfact"
2472,"#bullying: o gesto mais idiota, estpido e irracional que um ser humano pode praticar."
2473,@username is it fantasy to think hillary would be knocking heads together and using the power of the bully pulpit to expose r bad faith?
2474,@username hsauhauauhsuahusa' isso bullying sua valentona! ;d sabe pra onde eu vou agora? pro niver daquelas gemeas! kkkkkkkkk'
2475,"als je wordt gepest, wees bly dat je in nl woont.. amerikaans bully's zouden je verwoesten.."
2476,"@username tambem acho, mo bullying"
2477,@username some sc moments were cute. :-) maru got bullied twice in that skit. lol!
2478,"meek milladelphia hosted by we got now mixtapes, 730 dips djs, bully squad djz, stack up djs httplink via @username"
2479,thanks to everyone that came out to walk with us and san benito bully dog group. :) it was a fun time. especially... httplink
2480,"@username ""bedroom bully"" mix cd by @username - #freedungloadlink : httplink - ? httplink"
2481,"so nick's mother always used to bully him? cool, cool."
2482,"i get called bully all day, but the real harassers get a pass from ppl who don't want to speak ill of any1 w/ a nose up their ass."
2483,tem uma festa de criana bombando aqui no condomnio. pessoas sem filhos como eu sofrem bullying em momentos como esse: no so convidadas.
2484,"""@username: bullying : quando voc esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em p"""
2485,bully: what u lookin at? you: the thing u call a face. .l
2486,"funny. in aab, nicholas is suffering because of bullying but in skins, he is the one bullying people. (sometimes....)"
2487,tell @username: denounce anti- #gay bullying in your district! httplink #lgbt #p2 #itgetsbetter
2488,"@username @username @username @username @username help spread the word about @username scrims ""@ me if you need a ts thanks."
2489,cuidado con hacer bullying cabros que se enoja mr rojas xd (@username live on httplink
2490,@username : o ! bully
2491,@username @username voc muito pequena para ser bullying.
2492,@username @username tom shes bullying me:( i think if we meet you in ponty you should be horrible to her for me yes? thankss;-)
2493,@username u probably did it...bully me now u tryin 2bully my love ones lmfao
2494,"trae swift da only dude ikno dat wuz fat wid cornrows, beard wore jerseys ankle soccs n thought he was a bully #goplayatdadeliorsumm"
2495,cage facts: bully syndrome httplink via @username
2496,@username people are mean just try to remember to look the other way or stand up for yourself with out becoming a bully
2497,@username oia o bullying;
2498,bully terosss raka........wkwkwkwk
2499,#parents another key word 4 bullying prevention? thought..bring that #schools & creative ideas 2 address the issue. #moms #twitterdads
2500,"imaginar ser pobre, negro, gay, gordo,feio e nerd. que desgraa que deve ser. e voce ainda reclama de bullying..."
2501,o @username conhece a ninfetinha da @username?! hahaaha daqui a pouco vai nos acusar de bulling! haahaha
2502,eu cometendo atos de bullying
2503,@username bullying needs to stop ur such a awesome and amazing person for standing agents it :). love u bella<3
2504,@username jajaja eso es bulling para socio?? :p yo digo que debemos hacer un fogn de toda la toma :)
2505,"@username @username iya ih faneyyy, pengen bully kamu lagiii :3 hahahaha.."
2506,rashid is a bully i wish i could go back to sleep but mother nature is a ugly bitch -_-
2507,"@username first example of masturbation bullying to make it on tv, so tuf is ground breaking in that sense..."
2508,ka bully @username selamat ultah maaf telat :d
2509,christian right calls al franken a liberal bully for exposing their big lie httplink @username #p2b #su httplink
2510,started watching port v magpies but turned it off. i hate to see bullying in the workplace
2511,@username httplink - suahshuasuah' lady gaga sofrendo bullying *como sempre* xd
2512,@username i'm like this 24/7 i've been bullied and abused since i was born...
2513,lol we use to bully him !
2514,por qu tanto drama con el tema del bullying? siempre ha habido nios crueles que se aprovechan de otros...
2515,no puedo dejar de ver los videos en que kellan se burla de roberto... es tan bullying xdd
2516,@username ahaha there's no reason anyone would bully me! x)
2517,mxico opina 'bullying' #cnnmex creo que al agresor se le debe tratar psicologicamente porque es la parte mas daada.
2518,fighting with my son! this boy is gonna be a bully! lol
2519,we are live right now with michelle sathe - author: pit stops crossing the country with loren the rescue bully... httplink
2520,"@username and your previous one ""my story""? you've recited my story, more or less. i too was bullied a lot, thru jr high and hs."
2521,"@username it is. and if it happened on the computer, it's also cyber bullying. report them, please."
2522,whatever happened to that anti-bullying video the country road version of btw was meant to be for?
2523,@username can speak from experience that's invaluable job. helped me stand up to workplace bully and become published writer!
2524,#bulinar e o ato de praticar o #bullying
2525,"@username: ""bullying"", dificil de resolver en escuelas httplink / ha existido durante ciantos de generacines y seguir..."
2526,"cat, the neighborhood bully httplink"
2527,@username dun bully me leh!! this is just for entertaining purpose !!!
2528,"photo: ? bullying: o gesto mais idiota, estpido e irracional que um ser humano pode praticar. httplink"
2529,"?after my teaser was released, there were articles saying that i looked like a bully, i was so happy since ? (cont) httplink"
2530,forevers alones so sofredores de bullying..
2531,rafael sofre de bullying no skype
2532,"@username it is. you bullied me! anyways, the followers i have on there are way more active than on zappy- :')"
2533,#aussie #newsupdate children bullied after fukushima: expert: 4:02 pm httplink
2534,@username hahahaahhahahaha. :p:p:p who.call.you.bully.mehh :p
2535,demi sofreu bullying porque era gordinha. #demifacts
2536,@username i expect you thought you could silently get away with bullying an innocent person without any backlash? #bigmistake
2537,aff ontem sofri bullying
2538,@username way to go the bully wee! think they can keep it going though?
2539,@username lol y u wanna mess wit me & be a bully
2540,christian right calls al franken a liberal bully for exposing their big lie httplink
2541,"@username you're not a bully. i've seen far worse. if ""bully"" means you engage in heated discussions then 99% of twitter are bullies."
2542,"?@username ?@username @username lmfaooooo you done pissed this hoe off, she mad. smh bully.?? hold on who a hoe?"
2543,el 63% de los casos de bullying no se garantiza que el nio agresor cambie de actitud. httplink
2544,"""@username: net bullying!!!""//jajajajajaja te amo"
2545,forced veganism by removing a persons choice is just another form of bullying #queercamp
