Comment,Insult
vik the biggest win of the year so far was the last game vs miami clinched a winning roady,0
you wicked shit you have the mitigated gall to call the lord s name in your filthy beer smelling mouth,1
i feel we are getting closer to sharing,0
it is true that i am in the us however i earned my way to be here legally and without harambee as you put it every part of my life is good and i am content with my academic achievement and success academic and in life so far i will not justify how intelligent i am cos it is stupid to do so people who are intelligent or smart never justify their ability cos their actions easily show their abilities it is only idiots like you who feel insecure about themselves and they try to justify to others that they are smart your ill feelings about me being in the us cannot bar me from being successful in life sorry for who you are,0
like in fucking medieval times,0
we all have the same flag and collapse buttons they are there for a reason if a troll trashes the thread we clean it up no monitor will do it,0
demonocrats are the party of abortions also homosexuality is about as evil as it gets in human beings you are the most violent mercyless monsters to ever draw breath gaydolph surrounded himself with you there were limits on your savagery source a creature named chaz tole me rhetorical question scroto where would you like to see the next several thousand innocent americans be turned into cooked dog food,1
you are wasting your time,0
they are on the level of crazy truthers and moon landing deniers now,0
i do not know what the insults are for i thought it was a good game no excuses about anything both teams had opportunities there is more to go my team lost but we will try again tomorrow no sweat,0
you are part of the problem based on your reply talk a long walk of a short and very high pier at low tide paulbot,0
det er jo d nn samme greia fuck verden jeg leser aldri mer en overskriften det en min stil lever litt p kanten kan du si eller,0
really understand this i would tell you to go fuck yourself but you have your head shoved so far up your ass theres no room for your shriveled dick,1
are you fucken kidding me,0
shut up faggot face faggot lol,1
indians ps just got crushed by chisox hope you are right,0
oh just shut your shitty mouth stinky queen go clean your toilets,1
ryuzaki i like kevin nash you don t get over it,0
wow vicky you finally got one right now you only need about more to get out of the hole but you will need to make sure you adhere to the definition of an opponent if you compare the two definitions that of an opponent as compared to the definition of an enemy you seem to be better classified into the category enemy by the rote definition,0
well that is how a lot of people are you are just gonna have to deal with those rumors by dispelling them or going about your life do not let these rumors affect you mentally and emotionally,0
fat like you kurt,1
i think bon vivant s go outside every once in a while,0
wow rofl it s time to puke now rofl rofl rofl,0
your name is not richard its dick see me funny loser now go get a job dumbass no need to reply while mommy is wiping your ass wow this is fun haha,1
gotta love the roads name it sounds so spanish lol argentina should just shut it mouth as its like us saying we use to own america which we did think we should have it back now but what worse the island never was part of argentina in the first place,0
he is doing all this talkin i would tell him uhh i need you to focus on getting your dick hard i do not enjoy flaccid meat down my throat,0
your comment exposes you as iliterate and a fool,1
normally i do not support booing ex seahawks guys like heater will get booed for taking the money the saints offered but i do not think you can blame a guy for talking the big contract when the seahawks were matching it brown is just a different story they guy is just such a immature and stupid little man all the slave to the businessman garbage holy cow,0
bethany catch some of those flying ants put them in a baggie and look up termites on the internet then talk to your building super because i think that what you have are swarming termites i say that because a lot of people have your experience and they almost all think that they are flying ants they aren t they are termites you should catch a few and compare them to what you find on the internet,0
i am in two minds over this on the one hand stats like this will immediately provoke cries of a widening class division between the educated rich an the uneducated poor however in recent years the recognition of having a degree has been cheapened by the plethora of nonsense courses on offer i think anyone who does now go to university will think a little more carefully over the subject they choose and perhaps will study that little bit harder to gain value for their money,0
you are a stupid writer,1
nanette lepore you wait a bit it will definitely go on sale it does not look very flattering on the hanger so a lot of people pass over it so says the sales lady who helped me so you will be able to get it for less than,0
i am a lefty and i have killed captured lots of muslims,0
hi john and a happy new chinese year and i hope that you get very good year,0
get the lottery on kid you are one lucky boy,0
oh fuck that british skank if she tried that again d lulu would pull out her shotgun and blast her right in the twat,0
how exciting welcome to the team guys and thank you everyone for the text and facebook messages i am not going anywhere,0
you realize everytime you take a crap you are polluting,1
what a pathetic little man you are,1
the russians will agree to a lot of things it is what they do that is important trust me they have no intention of ditching assad,0
lol momo,0
over promoted idiot get your facts right,1
two strikers with my cup of team please,0
nwo are just wasting there life they only have active members lol,0
here is a fun fact for you sam solyndra,0
i like politicians who wear their biases on their sleeves much better than the slick ones who say only what the crowd before them wants to hear like both presidential nominees this go round and like governor mcdonnell of virginia mcdonnell has his vision set on higher office and does not want to fuck it up right now,0
typical muslim what do you expect from him,1
really really slow news day,0
think if a little man like pac makes floyd run for his life i wonder what he will do if he did have to fight s r r he would pull an oj in a bronco with the gu n to his pointed head,1
not funny jack you are a total db friggin moron,1
you know it would be so much easier for all of these socialistic commi pinko pukes to jump on a plane and leave the u s than to try and convert us to their sick ass ideas on how this country should be run,0
what you are jussi is a plain old fashioned idiot i am no fan of the usa any more than i am a fan of airchair bigot warriors like yourself i am talking about the politics inherent in warfare and made a comment as to why hamas chooses now to accept responsibility openly you fool this is the area i am trained in political science not superstition and religiously motivated jargon like you,1
disqus read through the comments on this thread and you are the definition of a dick rider i bet you have a poster of in your room,1
when are you going to man up and sign your name to your false lies,0
lol and by the way u seem with ur anime icon ur just another manga fan that cant get pussy so he jerks off with fake titted women lol i purposely commented again just to piss u off now go eat a dick theirs a pimp sumwhere that needs the money from your ass on ur knees,1
the marital act the procreative act the union of the sexes the life giving life creating method through which the human race is perpetuated and new life is created reduced by cewubacca to the exchange of orgasm mutual masturbation what a brutalised desensitised barbaric dehumanised society we live in,0
romney urged everyone to be successful like him borrow money from dad for your harvard education borrow money from dad to start a private equity company then pay back dad and declare yourself a self made man maybe obama heeded his advice and borrowed money from romney s dad to get a harvard education,0
fewer than the number of your mom s boyfriends that could actually be your dad,0
a little lipstick on your palms off to the jerk match,0
still did not work ughh,0
yep you responded as anticipated an year old child that is looking for recognition among his peers you are angry and it shows little girl good i am getting to you,0
nah i will take it over being a giants fan very successful in the short time we have had as a franchise,0
the judicial system is broken for now an eye for an eye will make the majority think twice before acting and vigilance will protect all,0
mendrys why in what planet would you be against men having the same rights and freedoms as women enjoy,0
let us hope it settles down here in the south my kids will love it,0
ede and that is all you have got to say is it well i will not be losing any sleep over it whether or not you are the same person or not you have the same stupid mentality you are both like a couple of children so easy to think you are one and the same your posts are the poorest in taste so you cannot complain at mine calling me names just makes you look like a fool if you think i am showing off with any of my post it must mean you have not done much with your own life my posts are just a reflection of the truth to which you are obviously a green eyed monster nothing special to me or most people to say what languages one can speak or whether they have had the chance to meet important people perhaps you should concentrate on bettering your sad miserable life instead of posting childish comments to me,1
if i looked like that i would have to end it not my picture that is our adorable smelly melly,0
what you see is your hate for him,0
go eat your dog you pos libtard,1
i will bbl subject wiredscience re eagle cam returns the chicks are here wired science wired com,0
just what you need to warm you up on a cold morning she looks stunning as aways,0
why is she wearing a sea urchin on her head,0
you can all me snot ad i do not mind,0
let me try again the mother did not know had no clue in fact she even tried to keep the family together with this piece of garbage whom she loathed because she thought it was in the girls interest no one knew except chris the victim no one she herself could not connect the many dots the effects the incest was having on her own behavior this is the dark side erin you may not have been,0
is this one of those homo sedin brothers henrik im guessing,0
freedom of speech no anger issues,0
excellent command of the english language once again i want to commend you ni ers on your skillz,1
bef f cf e a a e a disqus you re right it certainly does i am surprised you have not brought up the story of lot that is always a fun one,0
ramdin fuck off richard sir was great n u hve apologize him,0
the fuck is wrong with you you are so fucked up how can you say that,1
supply side economics has never worked so svelaz what side economics does work,0
i will fuckin kill u in real life track u down than shove a katana u ur ass just bcuz we asians r smarted than u dicks doesnt mean u could beat him up i swear i will be at chicago in hours,1
hmm pointless lives yup elitist pig you are,1
it s too soon to make any links between those two events hmm feet mailed to people bodys found with limbs missing really the do not see any links canadians,0
there is also bugs with vanishing untargetable mobs everytime you connect with an attack they vanish off screen but still continue to hit you good times good times,0
you bet just like jimmy carter the pols will not cut their sacred cows so lets cut the military because they can not complain or they will be brought up on charges we live in a dangerous world more so than when it was the cold war we have unstable people around the world that would love to destroy us and blow up themselves all of the technology in the world does not replace boots on the ground in the air or at sea navy vet retired,0
it does not say in the article if we can bring our own chairs and beverages to the fest does anyone know,0
with in system i will name the next one fuck your blob,0
box out you fuckers celtics,0
clearly you do not understand the war they are trying to fight,0
totally agree on the mamamia thing not specifically re baby bodies but i just feel like everything on there seems quite judgy one sided these days too many cat fights in the comments as well i really am going to miss your posts but i am so happy for you and your new writing journey you are going to rock the shit out of it i am sure xx,0
i agree what is being said by the sec but muschamp and pinkel really those two are bums any decent coach would have won with florida s talent muschamp is a terrible coach,0
here is my try,0
stushed wrong in germany switzerland and austria where guns are legal the gun crime rates are no higher than england by the way england loves to include suicides as gun crime to push up the figures england is one of the most violent places in europe regardless of gun ownership by the way don t forget there was a time when is was legal to own guns for self defence in england much as it still is in n ireland today,0
i have to give it to young blood he speaks the truth but jokers still be eating the puss while it is stink we do not give a fuck we just want to wild out and be animals for an hour,0
ignorant ass liberals i swear psst you are talking to the wrong end,0
cant beleive the crap you say you spell your name as the female andi so i do hope you are female or are you just another ignorant idiot that gives americans a bad name,1
why dont you just eatshitanddie you are not wanted here now run along skippy,1
floyd you are a coward plain and simple that is all,1
i swear i am gonna blow my lid if there is more green energy crap,0
how did the photographer avoid the urge to not steal a brink if that was me i would look for a special team and the blueprints,0
the ronald reagan alumni association your kidding right i think i am gonna puke,0
so what if she wears same clothes more than once the media would complain if always spent money on new clothes leave her alone you go girl look forward when you are our queen,0
that is right magoo you assclown you are now my bitch lol are you saying you got pwned by a dork lololol quit trying to write off your libtard mistake of replying to me as just having fun anyone reading the thread can see how confused you were in your unsolicited reply your life must be pretty boring if all you have to do is stick your nose up my ass and follow me around my own personal stalker i am flattered it must be you who is liking all my posts gee thanks now you will have to fight blue f for ass time with your noses he seems to be firmly entrenched lololol rock on doofus,1
i made a review if you wanna know more,0
if you did not see her on the tv news this is actually a very flattering photo i know scary on tv she looked like an old piece of tanned cowhide and please enough with the black lip liner not flattering on anyone,0
i know this room is the equivalent of a hooker acting offended when you pull your penis out,0
all of you blaming russell need to shut the fuck up without him we are not in this game at all,0
wow a blogger who calls others names perhaps you are a blog whore people usually talk best at what they are very familiar with great conservation obviously you live in your own head read your very inane comments let s see what alinsky talking points are you at or,0
really and you will get an honest opinion on the injury you received stopping that mugger it must have been painful falling on that exact same spot when you went tubing but i am sure you shrugged it off like the hero you are,0
here is the steps guys download ifile from cydia go to var mobile library prefrence deleted com apple assistend plist deleted com apple support plist optional install crt enjoy siri,0
hey cock sucker i have a decent job so before you go running that big dick sucker of yours get the facts straight and if you were actually a hard ass you would come say this shit to my face you pansy piece of shit next time you want to talk shit to me post it with your mother fucking name nigga,1
damn you guys woke up baby bron bron and now he choking,0
wow you are back happy days are here again i do not like to see the nats lose but the upside when they do is that we can count on you to show up btw i was impressed with that cute little henry the th jingle i bet you have a ton of em i am extremely honored that you replied to my comment now this board will respect me now that i am the one that you responded to what an honor well glum you keep up the good work and keep posting on here because i find you very motivational do not forget you stay away from all of those other boards we want you to use all of your little brain cells on our board you d man,0
well as long as you are cool with it,0
so from the article it s clear that suarez feels he has nothing to apologise about not because he s no racist but because of some unwritten law what happens on the pitch stays on the pitch and that s the end of the story basically admitting something went on not denying it at all from the scousers we are getting evra got what he deserved dispelling the myth that they support suarez because it was all a misunderstanding but supporting him because they agree with his racist comments shameful,0
you cannot sing and you cannot pray but you can wahoo it up over gay rape just plain fuck liberals all of them and knock the dog shit out of them first if you are so inclineds,1
jason i have never said anything but how i was not happy w the way we only signed players and i am stoned for it b c im not being positive and seeing things the way some think i should how is that right why should i be bashed on here b c i have an opinion i never said anything about uga needing to sign players or signing s one just to sign them that is just false witnessing in any stance i believe we have too many good players in state to just sign what is wrong w that,0
tell him to hang in there look at brian baker for inspiration,0
absolutely moronic and unable to see the just motivation for legislation drink driving is a crime not drinking alcohol why can you not comprehend that are you really that fucking stupid,1
anthropophagy it is the other white semi white meat,0
i too am guilty of over moisturizing my hair its hard to get that balance sometimes i started using protein based conditioners such as aubrey organics gpb weekly and heavy duty protein treatments every weeks and that is been helping a lot,0
my daddy says he is pissed because he aint gettin reggies love anymore can someone explain this to me after all i am only years old yeah,0
well ok you are off the hook for now but we will be watching you,0
quit fucking with my trolling douche,1
poor baby you did not get your extreme santorum ron paul or any of the other losers vote for obama punk you are a bitter coney island whitefish that never had a chance to be used you are worthless and a pintless ideologue bigot your sentiment of vitriol comes at know surprise you must have given a a bunch of money away poor baby literally punk,1
so the chiefs are better then the packers if your saying all your losses mean the other team is better then you,0
if the pope had an alligator would that make then safe pets for kids you say nothing to deny the overwhelming number of people and pets killed by them that is a fact nobody here has been able to effectively dispute what does the fact that celebrities owned a breed mean cent is a no talent rapper who has been arrested how many times now have you checked how may people on your list have been arrested how many gang bangers in jail have pit bulls waiting for them at home it is certainly not a list of intelligent people anyhow what celebrities do has no bearing on the breed and does not excuse how dangerous they are if you think that is a list of intelligent people heaven help you nixon had a beagle was a crook so,0
no because you are wrong,0
wow you really should not suck your daddy s dick with that mouth,1
it would only be news to you if it were reversed we get it now and get it with your every post you are a liberal puke that champions every liberal cause got it glea,1
they prefer it when they are working for the police or when they are not the target of the police investigation but,0
you are a turd neil and will always be one picking on a rookie yeah big tough guy no worries you ll get yours one day loser,1
hurry call them so they can arrest the party leader randy reuidich,0
are you watching or partisapating ill kill you hes your not your point and ur ugly and who do you think you are you saw thats not enough how many times dose he halt too watch her go thats faking it likewats you people fit mad you dont get it i was not there rite here you hurt my feelingz they think he likes you tou think youll live i s that true if you come near my man or my family down here in louisiana i would rip your eyeballs out with my fingernails i dont need no gun no knife i would bloody kill you birch,1
how is defending your child vigilante justice why are you defending a child rapist are you a closet pedo,1
st try extra grenade st try extra grenade i almost punched my computer st try bushmaster i kissed my computer st try gp goddammit and st try katana well fuck it ak gold and berreta doesnt like me d,0
this guy is awesome saw him interviewed on democracynow a month or back good on him a true american,0
always in our thoughts you and your gorgeous babies always feel our love and respect coming your way you are an inspiration to many of us and i know sandra irene and everyone else say it better than i ever can xx,0
true you would think that the christians who are so hell bent into forcing religion into public life would be using it to do the things jesus talked about he never said a word about gays or when the soul enters the body he spent all of his time hanging out with prostitutes and the poorest of the poor telling rich people it would be very hard for them to get into heaven remember the sermon about when i was hungry you did not feed me because what you do for the least of these you also do unto me i do not much think jesus cares how we care for each other as long as we do a hungry kid does not care if dinner came from food stamps or from a loving donation my guess is he would not think highly of a society that leaves issues like hunger and medical care to the whims of its donor class,0
next time try to offer suck his dick maybe it will help,0
dont mention social security or they will arrive by the coach load,0
dude abc the thunder is winning still,0
umm he was a strong swimmer he obviosly passed out and landed in the pool did you even read the story,0
eat shit and die andrew,1
alien was full of metaphor subtext and deeper meaning too still sucked deep does not equal smart does not equal good this is quite fascinating its like the opposite of that me debacle where people would constantly post the same you tube deconstruction of how the game went wrong despite all the fun they had actually playing the game in this case this particular writer and the comments do a similar deconstruction yet he explicitly says it is still fun tho and people are still butthurt,0
yes you have been attacked by your biggest prison in the world,0
you are clearly a nigger,1
soy ingeniero en jardineria y es yardero y no se usan insectizidas si no fertilizante y io no lo aplico solo opero las maquinass desde una hasta una,0
i do not really blend in anywhere i go in fairness i do like you do despite your arrogance not that i can talk on some issues,0
is this the kind of balloon world class cities have in that case we should get two or three we need all the class we can get here,0
no limits appeal to authority is a classic logical fallacy,0
its not after innings for india a you jer k off i am sure a dou che bag like you cannot remember the priceless he scored in th innings of the test match that he won for india against south africa and tons of such innings at the state level but i guess di ckheads like u are on a shi t pile diet to understand any of it think twice before opening the drainage pipe that is ur mouth u los er,1
in the north social service would take away her brother stupid,1
go get a nice education learn a little about what made america great then get a job and do it well and work your way up some day you will have money too ohh and stop your envious whining,0
snap out of it you are so biased whould you say the same if saddam hussain was still in power or would you do what most shia s did including iran go against saddam at any cost even if you have to lie to get bush to enter the war dont talk about syria or iran being anti israel iran never fourght a war in the name of islam read history they are an obstical in the way of islam regarding killing of people no body knows who is doing this what the syrians who live in the neghbourhood are they blind maybe there oppressed but not dumb you sound like the assad regime who lie evry time,1
all you do is sit on this site and hate on every successful artist you are the epitome of a crab you broke muther fucker dumb bitch,1
i wanna fuck her pussy all night long,0
that seemed weird the acting was odd to me i guess that is what happens when you are mid scene or when your one night fling leads to a crib and playpen the next day is this women going to end up good and trapped in a supernatural existence or is she going to be the evil witch who will kill her own daughter if she strays too far guess we wait until friday,0
talking crap on an anonymous board your family must be so proud,0
well at least we know what is on your mind,0
do you have any proof that romney stole anything or are you just a stupid libtard troll,1
not fair he has tested positive for a banned performance enhancing drug the investigation found no proof that it could have been meat no cases have ever been found with spanish meat nor other cyclists he has a ban just like many others who have tested positive in all sports why should he be different he should have taken the year ban originally set but no spain had to cover it up and the president even got involved to get it overturned seems not just contador wants to win at all costs spain too contador knew schleck chain had come off but broke the unwritten rule he showed then he would prefer to win at all costs no matter about morals,0
this sorta reminds me of that miss potter movie you know the begining where she is putting certain colors together to get the perfect shade of blue,0
in the past day we have seen zombies in miami and now robots we are fucked get your guns,0
tell me how the bridge can be fixed oh you can t get off your soapbox retard,1
first of all fuck nickelback second while i agree with you that may be a little high ahead of johnny cash and michael jackson eh it is important to remember that nirvana and kurt in particular were the face of angsty teens and young adults everywhere and still are to this day,1
do yuo sometimes laugh uncontrollably at night i just had that,0
ouch i would not call her a turd jeez i mean she is not a very talented actor or a model but she is not a turd,0
new england lnfaoo,0
you are soo dumb,1
beast dude s gonna be a hell of a defenseman him and mcbain are going to be a real solid pairing for the canes they are gonna be pretty good in a few years they got a lot of young talent,0
and while you are at it please prove how your point related to past draconian laws that banned inter racial marriage that intent was to ban mixed races just stop it please you are insulting intelligence,1
let them eat cake words that lit the french revolution what words will americans have to hear eat the rich,0
where is all the ron paul trolls to defend this piece of shit,1
emontional restitution sounds like you tried to cash in but failed,0
i like his films put more fighting in vin maybe team up with jason statham transporter,0
i love how yo are a complete moron and you havvee to be a complete retard to hate naruto like seriously man can you even form proper sentences well obviously not,1
you are a complete idiot not even a partial,1
da fuck this nigga talkin bout everything this hoe was doing was turning me on this nigga gay,1
irony is not in most conservative s vocabulary,0
he killed himself like a little sissy good riddance scumbag,0
hello wshh it is i again nastasha for the record no i do not strip i am on south beach ocean drive leaving a pool party get over yourselves i love me and at the end of the day u can think what u want an opinion is like an ass and everybody has one i live life and have fun btw im disease free bitches i was born with a fat ass i cannot help it but yeah you fuckin right i love it you would too s o to pittsburgh,0
i like the idea of charging gang members as members of a criminal syndicate however if all they do is lock up the leadership they just perpetuate the splintering that took place after the feds did the same thing that has not worked out so well la is the only other city that seems to have quite this pervasive a gang culture what are other cities doing,0
disqus you are a pathetic nobody,1
i am a vet rob how bout you now you know why some of us are not impressed with the street thug culture their are some bad people in this world expand your horizons son i used to think like you until i came up aginst some other culture that was not afraid of me and my culture,0
great scott stephen f hayes february vol no throughout the election cycle republicans have pined for a bold conservative reformer a leader courageous enough to make difficult choices and articulate enough to explain them to a skeptical public the good news is they have such a candidate the less good news scott walker isn t running for president he s running to hang on to his job as governor of wisconsin walker is the target of a recall effort funded by national labor unions why reforms he made to balance the budget have dramatically diminished the influence of public employee unions if not reversed these reforms will inspire similar efforts across the country and the outsized power of public sector unions will finally be reined in the election in wisconsin which will happen in late spring or summer could have a profound impact on the presidential race with the winning side emerging from the battle organized and energized in one of the most important swing states this november walker came to office in the republican wave of he inherited a mess under his profligate predecessor jim doyle state government had operated almost as a slush fund for public employee unions giveaways to teachers and others put the state on an unsustainable fiscal path so doyle raised some taxes and threatened to raise others he raided a state fund set up to cover medical liability essentially stealing contributions doctors had made to the pooled account the wisconsin supreme court ruled against that pilfering but the money had already been spent even after budget gimmickry that would make fannie and freddie blush the official deficit was billion just over a year later walker and the republicans in the state legislature have nearly eliminated the deficit for the two year budget cycle the state will show a million shortfall because the stagnant economy has resulted in lower tax receipts than had been projected but the shortfall is for the first half of the cycle wisconsin will run a surplus in the current fiscal year and walker said last week that he will eliminate the remaining shortfall without raising taxes it s a credible claim he reduced the deficit without raising taxes in fact one of his first moves upon being sworn in was to cut taxes on businesses his subsequent reforms have allowed property tax receipts to go down for the first time in years by some million the recall vote walker faces comes because of these results the key to his success was his restructuring of health and retirement benefits for many state employees asking them to contribute percent of their salary to their pensions up from percent or less and to pay percent of their health insurance premiums up from percent or so even some of the governor s harshest critics acknowledged that such changes were reasonable walker is right about one thing wrote eugene robinson liberal columnist for the washington post when it comes to pensions and benefits public workers in wisconsin have a sweet deal it s easy to see why the average private sector worker in wisconsin probably paying upward of percent toward health insurance costs and struggling to tuck away something anything for retirement might agree with walker walker understood from his years as milwaukee county executive that such changes could not occur without dramatic reforms of collective bargaining for public employee unions so he proposed them and republicans in the state legislature made them law the reforms also ended compulsory union membership the unions correctly understood these changes as a mortal threat without compulsory membership unions would lose a major source of funds and without the ability to bargain collectively for benefits the unions would lose their most compelling argument to convince public employees to contribute a chunk of their income in many cases more than per year for the privilege of membership so they took to the streets in massive numbers and pressured the democrats they d elected to do everything possible to sabotage walker s plan democrats in the state senate fled to illinois protesters occupied the state capitol the fight captured national attention for months in the unions lost that battle but they did not give up the war they launched an aggressive effort to recall several republicans in the state senate with the hope of reversing the reforms before it became clear that they were working they spent heavily an estimated million and lost again meanwhile the results of the changes began coming in in milwaukee the reforms saved some million an embarrassing windfall for democratic mayor tom barrett who had predicted that the city s structural deficit would explode localities across the state have seen similar savings there is no disputing the central fact of walker s tenure as governor his reforms are working that s a huge problem for the public employee unions as they try to convince wisconsinites that the man responsible for this dramatic turnaround should be recalled so they re focusing on two other issues his campaign and an investigation into the activities of former walker employees their first complaint is that walker didn t campaign on the specific changes he would make to collective bargaining walker concedes that there is some truth to the claim he wasn t more specific he says today because he did not yet know exactly how he would make the changes to collective bargaining but walker is conceding too much he didn t provide a point by point proposal to restrict collective bargaining but it was no mystery that he d make dramatic changes ryan murray a top policy adviser to walker s campaign made that clear to the milwaukee journal sentinel in describing the changes to public employee health and retirement benefits the way the proposal would work is we would take the choice out of the collective bargaining process he said in comments published on august did that mean an end to collective bargaining over benefits the reporter certainly seemed to think so murray said school districts often have some of the most expensive health benefits in wisconsin and could receive cheaper insurance through the state if they didn t have to negotiate with unions about who would insure their members christina brey a spokesman for the wisconsin education association council the leading teachers union had the same understanding our members oppose taking away their rights to collective bargaining so they would definitely raise their voices against it another teachers union the american federation of teachers distributed flyers to its members warning that walker would void parts of labor contracts something that couldn t happen without changes to collective bargaining laws in light of the success of walker s reforms complaining about what he said in seems unlikely to win many votes so walker s opponents want to change the subject last week mike tate chairman of the wisconsin democratic party toured the state in an attempt to link walker more closely to an investigation of some of his former employees here again democrats have resorted to distorting reality in order to smear walker there are two separate issues in the first a woman who worked for walker when he was milwaukee county executive was found posting political comments on the milwaukee journal sentinel s website during working hours she resigned in may the second involves two former walker employees who allegedly stole money from a veterans organization that worked with the county on an event held at the milwaukee county zoo john chisholm milwaukee s district attorney has been investigating the claims for months there is no indication walker knew about the employees activities much less condoned them chisholm has said that walker is not a target of the investigation which only exists because walker requested it when he was presented with the facts some wisconsin republicans pointing out that chisholm is a democrat and highlighting the steady stream of leaks coming from his office are growing concerned that the investigation is a political witch hunt designed to bloody the governor before voters cast their ballots walker for his part says that he believes chisholm is an earnest prosecutor who will conduct a fair investigation that s probably overly generous the coming battle for wisconsin will be a difficult fight for republicans democrats have shown that they are willing to do just about anything to win unions are fighting this battle as if their very existence depends on a victory and it might for conservatives the fight is about much more than one man in one state a walker defeat would send a message that political courage does not pay and political thuggery does walker doesn t like to talk about the effect the past year has had on him and his family but it hasn t been pleasant he has been subjected to numerous death threats his wife tonette has been verbally assaulted more times than she can count his two teenaged boys have been targeted on facebook his modest home in wauwatosa has been the site of several union protests last month a protester outside walker s state of the state speech told state senator john kleefisch that his wife lieutenant governor rebecca kleefisch is a f ing whore walker has been willing to endure these attacks to turn his state around and defend conservative principles conservatives should rally behind him,0
ewe thinking about you last date,0
go fuck yourself you dumbass bitch megan fugate is a dirty ass lying gutter slut fuckin whore and i would shoot that bitch myself and you do not know shit about the trial do not you ever talk shit on mike or dylan you fuckin cunt and yeah dylan was there that night it fuckin happened you dumb bitch you do not know shit i know everything so go bury yourself a fuckin hole lay in it and fuckin die and we can put megan fugate right next to you and you both can fuckin die and rot in hell together you dumb piece of shit cunt go fuckin die so i can shit and piss on your grave,1
you do need it because you are a good mom,0
interesting the wonderful kcstar took down my post and link to the story about the coke dealer flying on the team plane with mu s basketball team,0
make your mother stop spreading herpes,1
i am more than happy to give you my you will never get the type of investors you need you need to think about changing your crazy business model considder that my investment,0
straight douche wish it was you you worthless racist coward piece of shit,1
you are an idiot,1
why would i want to meet you you have absolutely no redeeming qualities based on your delusional posts,1
the mets are a joke and no i am not mad just loving seeing you choada s get excited,0
the loony left is left are terrified they might have to get off their lazy ass and work,0
i agree to a point i beieve that a lot of today s violence is due in part to the change we all got in people are desparate and many are willing to do the unthinkable i cannot imagine what would make a father do this in front of his children though this is something they certainly did not need to be present for,0
and millwall thought they were hard,0
st century conservatism manufactured outrage,0
hows come you do not get nobody clicking your like button that should be something you think about alot it means something it means you are wrong,0
i agree wholeheartedly with you on ali who i just recently started following on twitter and facebook my problem with walker is his stupid actions are a black eye to everybody who put themselves out for him,0
they would be cuter if the salt pepper sprinkled out of the holes in their necks,0
for the record i am not gay nor do i understand the attraction but self righteous despicable vermin like you are the reason our republican party is going to lose the election in november to bozo if i was not so disgusted with the sense of entitlement and lack of self responsibility the dems propgate i would vote dem it is not enough for you to live and let live gays are not hurting you you have to attack their lifestyle as if it is your business what they do behind closed doors my guess is you are just another bible thumper probably with gay tendencies yourself you are fighting,1
hey per there is a big bus coming wanna try to catch it,0
trolls are a pox a pox on them would be like a rattlesnake trying to bite itself,0
nwo life fucktrolls,1
that bitch was dead wrong just because she had a fucked up life dont mean take someone else r i p hernandez life gone before he got to live it senseless at t giving out iphones for a penny fuck it let that bitch dial collect for the rest of her life she dont even deserve that much stupid bitch,1
all i have to say to you bay is fuck you,1
i have not heard a substance argument from these righties all year just more of the same they blame obama for the re woes here s some advice stop waiting for government to improve your lives and make something of yourselves,0
balls on your chin,0
rob many of us including me have faced down some really tough guys that were ready willing capable and trying to kill us some pissant guy in the hood does not qualify you really have no idea of fear you need to quit this fascination you have with thugs in the hood you seem like a bright kid join the corps and see how really tough you are you will then understand that hood rats are not really that bad just in their own minds,0
gatta eat cubans not ham no wonder why you are nowhere close to accurate,0
calliope you are a beautiful flower and do not you forget it w,0
gabby in florida memorial day is not a holiday its a day to remember those that fought for our freedom and those that fought and were maimed wounded and killed defending our flag the one obama took off his campaign plane no flag on obama s plane posted on august question did obama replace the u s flag on the tail of his campaign plane with his campaign symbol answer yes obama s newly designed campaign plane features the campaign s logo on the tail however an image of the u s flag appears on the side of the plane it is probably worth mentioning that sen john mccain s campaign boeing plane does not feature a u s flag on its tail either as these images from cnn show it does feature one on the side of the plane near the campaign s slogan reform prosperity peace flag on obamas plane,0
in fact the stranges thing about the pc crowd is the way some of them obsessively abuse me as being autistic or at least suffering from asperger s though admittedly some of them take it obsessive extremes i wonder if the end justifies the means perhaps mrs clark would honour me with another of her odd replies and share her views on such attacks with us,0
nazi nutcase when you will realize jew hatred is outdated and its for losers will you blame them for blood libel or causing both world wars too,0
and barry tries to convince us he is switched to christianity we re not all as stupid as he looks,0
best of luck to you jenn i know it is not easy but it sounds like you are well on your way to a great summer,0
im fucking with you that makes my dick hard and you know what i do i let them catch me looking at them then quickly pretend to look away and not to see them to see there reaction ololol,0
why not vote libertarian most of your progressive agenda will be fulfilled hilarious,0
